"asset_id","layer","sort_order","sanskrit_name","english_name","english_description","storage_type","target_table","count_sql","size_sql","target_floor","expected_volume_formula","expected_volume_inputs","volume_explanation","depends_on","scope","is_active","estimated_seconds","created_at","clear_tables","asset_type","layer_name","layer_index","provides_apis","health_probe","catalog_status","rebuild_on_probe_fail","integrity_check_sql","has_substeps","asset_kind","service_health","last_invoked_at","last_selftest_at","selftest_detail","has_writer","writer_timeout_seconds","domain","rung","superseded_by","data_disposition"
"bg_texts","brahmagyan","3","Śāstrapāṭha","Classical Texts","Indexed verse chunks from BPHS, Jaimini Sutram, KP Reader, Tajaka, Phaladeepika, etc.","postgres_table","classical_text_chunks","SELECT
  (SELECT count(*) FROM classical_texts) +
  (SELECT count(*) FROM classical_text_chunks) AS count","SELECT pg_total_relation_size('classical_text_chunks')","10651","","{""corpus_texts"": 13, ""embedding_model"": ""text-multilingual-embedding-002"", ""actual_build_date"": ""2026-06-09""}","10,651 chunks across 13 classical texts (deterministic rebuild from GCS PDFs, pinned text-multilingual-embedding-002). Complete corpus; honest count from actual build.","[]","global","True","","2026-06-07 11:43:43.845873+00:00","","data","Brahmagyan","L0","","","CURRENT","False","","False","data","","","","","True","10800","shared","R0","",""
"bg_transit_engine","brahmagyan","61","Gochara-gaṇanā","Transit Engine Parameters","L0 average graha motion parameters — daily motion, zodiac period, sign residence. Source: BPHS Ch.22.","postgres_table","bg_transit_engine","SELECT COUNT(*) FROM bg_transit_engine","","9","","","9 rows = 7 classical grahas + Rahu + Ketu motion parameters.","[]","global","True","","2026-06-17 07:07:09.111484+00:00","","data","Brahmagyan","L0","","","CURRENT","False","","False","data","","","","","False","600","shared","R0","",""
"bg_transit_rules","brahmagyan","62","Gochara-sūtrāvalī","Classical Gochara Rules","Classical transit rules (favourable/unfavourable/vedha houses) from BPHS Ch.29 and Phaladeepika Ch.26.","postgres_table","bg_transit_rules","SELECT COUNT(*) FROM bg_transit_rules","","50","","","50 classical gochara transit rules per actual build count (41 base + 9 Venus gochara phala rows added Phase B).","[]","global","True","","2026-06-17 07:07:09.111484+00:00","","data","Brahmagyan","L0","","","CURRENT","False","","False","data","","","","","True","10800","shared","R0","",""
"bg_vastu_directions","brahmagyan","56","Vastu-dik","Vastu Direction–Graha Reference","Classical Vastu Shastra direction–graha associations: 8 compass directions each mapped to a ruling graha, secondary graha, element, favorable color, and classical citation (Mayamata Ch.6). Also seeds bg_vastu_direction_remedials (~22 rows) with 2–3 remedies per direction.","postgres_table","bg_vastu_directions","SELECT (SELECT COUNT(*) FROM bg_vastu_directions) + (SELECT COUNT(*) FROM bg_vastu_direction_remedials) AS count","","32","","","32 rows = 8 direction rows + 24 remedial rows.","[]","global","True","","2026-06-17 07:13:04.747757+00:00","","data","Brahmagyan","L0","","","CURRENT","False","","False","data","","","","","True","10800","shared","R0","",""
"bg_vedha_malefic_scale","brahmagyan","74","Vedha-Pāpa-Saṅkhyā Sāraṇī","Vedha Malefic-Count Scale (Phaladeepika PG353)","ADJUDICATION-11 Part 4: Phaladeepika Adh. XXVI PG353's malefic-count (1-5) -> effect-grade (fear/failure/killing/death/ignominy) vedha scale, REAL and cited, transcribed verbatim. Consumed by ka_vedha_gochara for the house_vedha malefic-count grading.","postgres_table","bg_vedha_malefic_scale","SELECT COUNT(*) FROM bg_vedha_malefic_scale","SELECT pg_total_relation_size('bg_vedha_malefic_scale')","5","","","","[]","global","True","","2026-08-02 05:18:29.576273+00:00","","data","Brahmagyan","L0","","","CURRENT","False","","False","data","","","","","True","60","shared","R0","",""
"bg_vidhi_floors","brahmagyan","69","vidhi_marga","Vidhi Registry — Intent Floors","Per-intent-class acharya floor + machine band header + ordered floor items — the compiled scope_tuple->contract input (D-2 Lane V-1).","postgres_table","vidhi_floor_items","(SELECT COUNT(*) FROM vidhi_floor_items)","","11","","","","[""bg_vidhi_primitives""]","global","True","","2026-07-16 18:24:47.758045+00:00","","data","Brahmagyan","L0","","","DRAFT","False","","False","data","","","","","True","600","shared","R0","",""
"bg_vidhi_primitives","brahmagyan","68","vidhi_pramana","Vidhi Registry — Primitives","Versioned vidhi primitive atoms — definition, live-tool mapping+args, fallback face, known_gap CR pointer. Global, chart-agnostic (D-2 Lane V-1).","postgres_table","vidhi_primitives","(SELECT COUNT(*) FROM vidhi_primitives)","","48","","","","[]","global","True","","2026-07-16 18:24:47.758045+00:00","","data","Brahmagyan","L0","","","DRAFT","False","","False","data","","","","","True","600","shared","R0","",""
"bg_yogas","brahmagyan","9","Yoga-saṃgraha","Yoga Catalog","Classical yoga definitions — formation rules, significations, classical citations","postgres_table","brahma_yoga_catalog","SELECT
  (SELECT count(*) FROM brahma_yoga_catalog) +
  (SELECT count(*) FROM brahma_ontology WHERE entity_class = 'yoga') +
  (SELECT count(*) FROM reference_yogas) AS count","SELECT pg_total_relation_size('brahma_yoga_catalog')","250","","","Catalog of named yoga patterns from BPHS / Saravali / Phaladeepika / Jaimini per design §3.9. Floor 250 (contingent on 8,193-chunk extraction yield; corrects seed value of 200).","[""bg_ontology""]","global","True","","2026-06-07 22:30:11.207696+00:00","","data","Brahmagyan","L0","","","CURRENT","False","","False","data","","","","","True","10800","shared","R0","",""
"bo_anveshana","bodha","10","Anveṣaṇa","Discovery Engine","Discovery engine: non-obviousness + graph-mining + embedding outliers + bodha_discoveries + anomalies.","postgres_table","bodha_discoveries","SELECT (SELECT count(*) FROM bodha_discoveries WHERE chart_id = $1) + (SELECT count(*) FROM bodha_anomalies WHERE chart_id = $1) AS count","","500","","","Sealed floor 5,770 (1,411 discoveries + 4,359 anomalies) per L2 build (chart 482012f1). Per migration 326.","[""bo_sangati"", ""bo_karanajala"", ""bo_samskara"", ""bo_drishti"", ""bo_bimba"", ""bo_laksana""]","per_chart","True","","2026-06-19 23:42:53.452354+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_arudha","bodha","21","arudha_pada","Jaimini Arudha (Perception Layer)","Arudha Lagna bhava-relation, AL conjunctions, and A2/A11 (dhana/labha arudha) tenancy — pure L2 derivation over existing ga_structural/ga_positions facts; emits arudha MSR signals","postgres_table","bodha_msr_signals","SELECT count(*) FROM bodha_msr_signals WHERE chart_id = $1 AND signal_type_class = 'arudha'","","15","","","","[""ga_structural"", ""ga_positions""]","per_chart","True","","2026-07-16 18:24:54.646806+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","600","chart","R2","",""
"bo_bimba","bodha","2","Bimba","Signal graph nodes (CGM)","CGM node registry — one node per signal; carries composite_centrality, pagerank, betweenness, VECTOR(768) embedding and igraph-computed metrics","pgvector","bodha_cgm_nodes","SELECT count(*) FROM bodha_cgm_nodes WHERE chart_id = $1","SELECT pg_total_relation_size('bodha_cgm_nodes')","140","ACTUAL(bo_laksana)","","One node per signal — exact 1:1 with Lakṣaṇa count; sealed at 140 per L2 build (chart 482012f1).","[""bo_laksana""]","per_chart","True","","2026-06-05 21:58:19.368779+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_cdlm_summary","bodha","8","bo_cdlm_summary","CDLM Summary","Per-chart cross-domain linkage strength summary aggregated from bodha_cdlm_cells","postgres_table","","SELECT count(*) FROM bodha_cdlm_chart_summary WHERE chart_id = $1","","1","","","","[""bo_sangati""]","per_chart","True","","2026-06-27 20:55:53.602372+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_cgm_motifs","bodha","4","bo_cgm_motifs","CGM Motifs","Recurring structural patterns detected over the CGM graph: mutual reception, stellium, parivartana chains","postgres_table","bodha_cgm_motifs","SELECT count(*) FROM bodha_cgm_motifs WHERE chart_id = $1","","0","","","","[""bo_bimba"", ""bo_karanajala""]","per_chart","True","","2026-06-27 20:55:53.697427+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_cgm_paths","bodha","5","bo_cgm_paths","CGM Paths","Dispositor chain paths and structural path analysis over CGM graph","postgres_table","bodha_cgm_paths","SELECT count(*) FROM bodha_cgm_paths WHERE chart_id = $1","","9","","","","[""bo_bimba"", ""bo_karanajala""]","per_chart","True","","2026-06-27 20:55:53.792832+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_chart_gestalt","bodha","11","bo_chart_gestalt","Chart Gestalt","Per-chart gestalt: defining threads, central dynamics, domain verdict map, zoom spine — pointer-only, no verdicts stored","postgres_table","","SELECT count(*) FROM bodha_chart_gestalt WHERE chart_id = $1","","1","","","","[""bo_laksana"", ""bo_sangati"", ""bo_bimba"", ""bo_cgm_paths"", ""bo_anveshana""]","per_chart","True","","2026-06-27 20:55:53.497245+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_drishti","bodha","9","Dṛṣṭi","Question Lenses","Question-lens table: template + wildcard graph-sweep + ranks-never-caps, per question domain.","postgres_table","bodha_question_lenses","SELECT count(*) FROM bodha_question_lenses WHERE chart_id = $1","","60","","","Sealed count 60 per L2 build (chart 482012f1). Per migration 326.","[""bo_laksana"", ""bo_sangati"", ""bo_karanajala""]","per_chart","True","","2026-06-19 23:42:53.452354+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_karanajala","bodha","3","Kāraṇajāla","Signal graph edges (CGM)","Causal Graph Model — valenced directed edges between CGM nodes; pre-computed igraph metrics stored as flat columns","postgres_table","bodha_cgm_edges","SELECT count(*) FROM bodha_cgm_edges WHERE chart_id = $1","SELECT pg_total_relation_size('bodha_cgm_edges')","300","ACTUAL(bo_laksana) * EDGE_DENSITY","","Sealed count ≥300 (edges + paths) per L2 build (chart 482012f1). Sub-graphs, motifs, topology rows excluded per migration 326 narrowing.","[""bo_laksana"", ""bo_bimba"", ""ga_positions""]","per_chart","True","","2026-06-05 21:58:19.113883+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_laksana","bodha","1","Lakṣaṇa","Signal store (MSR)","MARSYS Signal Register — grounded signals derived from exhaustive L1 structural enumeration (ga_structural) × L1 chart_facts; primary table bodha_msr_signals","postgres_table","bodha_msr_signals","SELECT count(*) FROM bodha_msr_signals WHERE chart_id = $1 AND signal_type_class = ANY(ARRAY[
     'yoga','dosha','sade_sati','panchanga','karaka_alignment','tradition_specific',
     'parivartana','configuration','varga_pattern','annual','medical','vastu',
     'composite_state','varga_ratification_divergence','bhavat_bhavam_amplifier'
   ])","SELECT pg_total_relation_size('bodha_msr_signals')","60000","","","Signal count driven by ga_structural exhaustive enumeration; sealed count 66,738 per L2 build (chart 482012f1).","[""bg_rules"", ""ga_positions"", ""ga_strength"", ""ga_sensitive"", ""ga_panchanga"", ""ga_sade_sati"", ""ga_structural"", ""ga_nakshatra"", ""ga_condition"", ""ga_vargas"", ""ga_vichara""]","per_chart","True","","2026-06-05 21:58:19.038957+00:00","","data","Bodha","L2","","","CURRENT","False","","True","data","","","","","True","10800","chart","R2","",""
"bo_laksana_rerank","bodha","21","laksana_punaranka","Lakṣaṇa Re-rank (post-CGM)","Post-CGM structural re-rank pass: writes real CGM centrality (pagerank/eigenvector/betweenness/harmonic) onto each MSR signal's graph_node_strength_contribution_jsonb hook column, closing the CR-84 dead link. UPDATE-only, never touches row ownership.","postgres_table","bodha_msr_signals","SELECT count(*) FROM bodha_msr_signals WHERE chart_id = $1 AND graph_node_strength_contribution_jsonb IS NOT NULL","","1","","","","[""bo_karanajala""]","per_chart","True","","2026-07-16 18:24:50.165174+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","600","chart","R2","",""
"bo_nakshatra_semantic","bodha","20","nakshatra_tattva","Nakshatra-Semantic Profile","Own-star identity, dispositor chain, tara bala, and gandanta/end-degree flagging per graha — pure L2 derivation over existing ga_positions/ga_nakshatra facts; emits nakshatra_semantic MSR signals","postgres_table","bodha_msr_signals","SELECT count(*) FROM bodha_msr_signals WHERE chart_id = $1 AND signal_type_class = 'nakshatra_semantic'","","45","","","","[""ga_positions"", ""ga_nakshatra""]","per_chart","True","","2026-07-16 18:24:53.526991+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","600","chart","R2","",""
"bo_pramana_mapa","bodha","13","Pramāṇa-māpā","Synthesis quality","Per-build synthesis quality scorecard — citation density, whole-chart coverage, derivation compliance, layer separation score; keyed by (chart_id, build_id)","postgres_table","synthesis_quality_scorecard","SELECT count(*) FROM synthesis_quality_scorecard WHERE chart_id = $1","SELECT pg_total_relation_size('synthesis_quality_scorecard')","1","","","Sealed count 1 per L2 build (chart 482012f1). DAG terminal asset — one scorecard row per chart.","[""bo_upaya"", ""bo_drishti"", ""bo_anveshana"", ""bo_laksana"", ""bo_sangati"", ""bo_bimba"", ""bo_karanajala"", ""bo_samskara""]","per_chart","True","","2026-06-05 21:58:20.023860+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_pratijna","bodha","18","Pratijñā","Promise Register","Per-event-class promise registry: promised/denied/conditional verdicts with grade, supporting and contradicting signal IDs, varga confirmation, derivation audit trail. Written by bo_pratijna after bo_laksana. Downstream: P5B ph_nimitta uses grade as promise_lift.","postgres_table","bodha_pratijna","SELECT COUNT(*) FROM bodha_pratijna WHERE chart_id=$1","","0","","","","[""bo_laksana"", ""bo_sangati""]","per_chart","True","","2026-07-03 22:59:17.395016+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_samskara","bodha","6","Saṃskāra","Signal embeddings","Vertex AI 768-dim vector embeddings — one per MSR signal","pgvector","bodha_signal_embeddings","SELECT count(*) FROM bodha_signal_embeddings WHERE chart_id = $1","SELECT pg_total_relation_size('bodha_signal_embeddings')","60000","ACTUAL(bo_laksana)","","One embedding per signal — 1:1 with Lakṣaṇa count; sealed at 66,738 per L2 build (chart 482012f1).","[""bo_laksana""]","per_chart","True","","2026-06-05 21:58:19.448954+00:00","","data","Bodha","L2","","","CURRENT","False","","True","data","","","","","True","10800","chart","R2","",""
"bo_samvada","bodha","14","Saṃvāda","Unified Chart Digest (UCD)","UCD — read-side conceptual digest (join of A8/A11/A12/A13 chart_summaries via vw_chart_digest + query_ucd). NOT a per-chart writer (A14 retirement, Option A). May later own the 5 folded UCD columns on existing summary tables.","postgres_view","vw_chart_digest","SELECT count(*) FROM vw_chart_digest WHERE chart_id = $1","","5","","","Sealed count 5 (5 UCD gestalt rows via vw_chart_digest) per L2 build (chart 482012f1).","[""bo_laksana"", ""bo_karanajala"", ""bo_upaya"", ""bo_sangati"", ""bo_pramana_mapa""]","per_chart","True","","2026-06-05 21:58:19.843815+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_sangati","bodha","7","Saṅgati","Domain links (CDLM)","Cross-Domain Linkage Matrix — computed_linkage cells, domain rollups, pattern clusters, evolution gradients; primary table bodha_cdlm_cells","postgres_table","bodha_cdlm_cells","SELECT count(*) FROM bodha_cdlm_cells WHERE chart_id = $1","SELECT pg_total_relation_size('bodha_cdlm_cells')","70","","","Sealed count 84 (cdlm_cells + convergence + contradictions) per L2 build (chart 482012f1). Ancillary rollup tables excluded per migration 326 narrowing.","[""bo_laksana"", ""bo_karanajala""]","per_chart","True","","2026-06-05 21:58:19.683723+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_special_lagna","bodha","22","visesha_lagna","Special Lagna (Indu/Sree/Ghati/Hora)","Domain-scoped corroboration from the four canonical special/upapada lagnas (Indu, Sree, Ghati, Hora) — pure L2 derivation over existing ga_sensitive facts; emits special_lagna MSR signals with per-signal domain_salience","postgres_table","bodha_msr_signals","SELECT count(*) FROM bodha_msr_signals WHERE chart_id = $1 AND signal_type_class = 'special_lagna'","","20","","","","[""ga_sensitive""]","per_chart","True","","2026-07-16 18:24:55.767502+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","600","chart","R2","",""
"bo_sudarshana","bodha","19","sudarshana_chakra","Sudarśana Chakra","Tri-frame (Lagna/Chandra/Sūrya) house assignment per graha — pure L2 derivation over existing ga_positions facts; emits sudarshana_agreement MSR signals (confirmed-in-3-frames amplifies, contradicted flags)","postgres_table","bodha_msr_signals","SELECT count(*) FROM bodha_msr_signals WHERE chart_id = $1 AND signal_type_class = 'sudarshana_agreement'","","45","","","","[""ga_positions""]","per_chart","True","","2026-07-15 17:29:16.276499+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","600","chart","R2","",""
"bo_upaya","bodha","12","Upāya","Remediation (RM)","Remediation Map — ALL 6 RM tables; primary table bodha_rm_resonances (resonance targets that remedies key off) + bodha_rm_remedy_prescriptions + 4 ancillary tables across 6 traditions × 18 categories","pgvector","bodha_rm_resonances","
SELECT (
  (SELECT count(*) FROM bodha_rm_resonances           WHERE chart_id = $1) +
  (SELECT count(*) FROM bodha_rm_remedy_prescriptions WHERE chart_id = $1)
) AS count
","SELECT pg_total_relation_size('bodha_rm_resonances')","180","","","Sealed count 180 (45 resonances + 135 prescriptions) per L2 build (chart 482012f1). Ancillary RM tables excluded per migration 326 narrowing.","[""bo_laksana"", ""bo_sangati"", ""ga_structural"", ""ga_dashas"", ""bo_cgm_motifs""]","per_chart","True","","2026-06-05 21:58:19.768867+00:00","","data","Bodha","L2","","","CURRENT","False","","False","data","","","","","True","10800","chart","R2","",""
"bo_vargottama_dhana","bodha","23","vargottama_dhana_aksa","Vargottama Amplification + Dhana Axis","Cross-frame (D1/D9) vargottama confirmation and complete 2nd/11th-house (dhana/labha) tenancy analysis — pure L2 derivation over existing ga_vargas/ga_positions facts; emits vargottama_amplification + dhana_axis MSR signals","postgres_table","bodha_msr_signals","SELECT count(*) FROM bodha_msr_signals WHERE chart_id = $1 AND signal_type_class = ANY(ARRAY['vargottama_amplification', 'dhana_axis'])","","10","","","","[""ga_vargas"", ""ga_positions""]","per_chart","True","","2026-07-16 18:24:56.888087+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","600","chart","R2","",""
"bo_yantra_mechanism","bodha","20","yantra","Mechanism (Yantra)","Named, valenced CGM subgraph — promotes CGM motifs + dispositor/house-lordship chain-and-circuit detection into first-class mechanisms with real edge-strength provenance (DR-7) and a centrality summary (CR-24/CR-25/CR-86)","postgres_table","bodha_mechanisms","SELECT count(*) FROM bodha_mechanisms WHERE chart_id = $1","","1","","","","[""bo_karanajala"", ""bo_cgm_motifs"", ""bo_cgm_paths""]","per_chart","True","","2026-07-16 18:24:49.004787+00:00","","data","Bodha","L2","","","DRAFT","False","","False","data","","","","","True","600","chart","R2","",""
"ga_ayurdaya","ganita","51","Āyurdāya","Longevity (Three Methods)","Ayurdaya / longevity (LCA-16): ALL THREE classical methods (Pindayu, Nisargayu, Amsayu) method-attributed, with the classical applicability rule served alongside (no autonomous adjudication — §7.2), alpa/madhya/purna classification and maraka significators. Delegated to PyJHora aayu (cited). Writer: ga_ayurdaya after ga_positions. Category: ayurdaya.","postgres_table","chart_facts","SELECT COUNT(*) FROM chart_facts WHERE chart_id=$1 AND fact_category='ayurdaya'","","0","","","","[""ga_positions""]","per_chart","True","","2026-07-13 00:51:20.059028+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_condition","ganita","29","Graha-sthiti","Planetary Condition Composite","Unified dignity, avastha (baladi/jagradadi/deeptaadi/lajjitaadi/sayanadi), motion state, combustion, naisargika/tatkalika/panchadha friendship, graha yuddha, and a 0–1 condition score per graha per ayanamsha. Amendment 2 (L1 Enrichment v2.0) adds per-varga Baladi + Deeptadi avasthas to chart_facts.","postgres_table","ga_condition_composite","SELECT (SELECT COUNT(*) FROM ga_condition_composite WHERE chart_id = $1)
       + (SELECT count(*) FROM chart_facts
          WHERE chart_id = $1
            AND (fact_category LIKE 'graha_avastha_%_per_varga'
                 OR fact_category = 'graha_avastha_sayanadi'
                 OR fact_category = 'graha_avastha_lajjitadi'
                 OR fact_category = 'graha_yuddha')) AS count","SELECT pg_total_relation_size('ga_condition_composite')","2880","","","ga_condition combined: 45 D1 composite + 2,835 per-varga avastha chart_facts = 2,880 total. Measured on prod chart 482012f1 (2026-06-18). graha_kala_bala_per_varga floored (NULL fact_value_num).","[""ga_positions"", ""ga_vargas"", ""ga_dashas""]","per_chart","True","","2026-06-17 07:04:45.431101+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_dashas","ganita","3","Daśākrama","Vimshottari dasha","Vimshottari dasha timeline: MD × AD × PD rows per ayanamsha","postgres_table","chart_dashas","SELECT count(*) FROM chart_dashas WHERE chart_id = $1","SELECT pg_total_relation_size('chart_dashas')","536471","(9 + 81 + 729) * AYANAMSHAS","","target_floor = 536,471 = achieved canonical count for chart 482012f1 (2026-06-11). The legacy formula (9+81+729)*AYANAMSHAS ≈ 4,095 predates the 4-level Sukshma + KP-sublevel Vimshottari tree and under-counts by ~130×.","[""ga_positions""]","per_chart","True","2400","2026-06-09 03:11:26.961407+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_medical","ganita","32","Vaidya-phala","Medical / Ayurvedic Indications","Per-chart Ayurvedic Jyotish indication summary: dosha aggravation, organ watch, body-part watch, and indication_strength derived from ga_condition condition_score joined with bg_medical_mappings. MEDICAL DISCLAIMER: indication_tier=jyotish_indication; not_diagnosis=TRUE.","postgres_table","ga_medical","SELECT COUNT(*) FROM ga_medical WHERE chart_id = $1","","45","GRAHAS * AYANAMSHAS","","9 grahas × 5 ayanamshas = 45 indication rows per chart.","[""ga_condition"", ""ga_positions""]","per_chart","True","","2026-06-17 07:12:16.612736+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_nakshatra","ganita","20","Nakṣatra-Paṭala","Nakshatra Parallel Chart","Per-chart parallel nakshatra chart: placement+attribute JOIN from bg_nakshatra, KP sub-lords (star/sub/sub-sub/prana) per body and house cusp, the 4-limbed KP significator ladder per house AND per planet (W3K, referencing bg_kp_sublord_division as boundary authority), nakshatra dispositor graph, gaṇḍānta severity flags, tara bala, per-chart statistics. Into chart_facts. Authoritative L1 nakshatra grain.","postgres_table","chart_facts","SELECT count(*) FROM chart_facts WHERE chart_id = $1 AND fact_category IN ('graha_nakshatra_join','graha_pada_join','nakshatra_lord_placement','graha_kp_lords','cusp_kp_lords','graha_gandanta','graha_degree_flags','nakshatra_dispositor','nakshatra_exchange','nakshatra_conjunction','nakshatra_cogravity','graha_tara_bala','nakshatra_statistics','nakshatra_cross_ayanamsha','kp_house_significators','kp_planet_significations')","SELECT pg_total_relation_size('chart_facts')","1802","BODIES * AYANAMSHAS * FACT_CATEGORIES + CROSS_AYANAMSHA","","357 rows per ayanamsha × 5 ayanamshas + 17 cross-ayanamsha consistency rows = 1802 total (native chart 482012f1).","[""bg_nakshatra"", ""ga_positions"", ""bg_kp_sublord_division""]","per_chart","True","","2026-06-17 07:14:00.922996+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_panchanga","ganita","6","Pañcāṅga-janma","Birth panchanga","Natal panchanga (tithi, vara, nakshatra, yoga, karana) per ayanamsha","postgres_table","chart_facts","
SELECT count(*) AS count
FROM   chart_facts
WHERE  chart_id = $1
  AND  (
         fact_category LIKE 'panchanga%'
      OR fact_category = 'bhadra_flag'
      OR fact_category = 'panchaka_flag'
      OR fact_category = 'eclipse_proximity_natal'
      OR fact_category = 'tara_bala_natal_baseline'
      OR fact_category = 'chandra_bala_natal_baseline'
       )
","","221","AYANAMSHAS","","target_floor = 221 = achieved canonical count for chart 482012f1 (2026-06-11). The legacy ""one panchanga row per ayanamsha"" formula predates the enriched natal panchanga fact family (panchanga_* categories in chart_facts).","[""ga_positions""]","per_chart","True","60","2026-06-09 03:11:26.961407+00:00","","data","Gaṇita","L1","","","CURRENT","False","","False","data","","","","","True","10800","chart","R1","",""
"ga_positions","ganita","1","Graha-sthāna","Positions","Natal graha positions per ayanamsha (sidereal/tropical longitude, sign, nakshatra)","postgres_table","chart_facts","SELECT count(*) FROM chart_facts WHERE chart_id = $1 AND fact_category IN ('graha_position', 'graha_sign_attributes', 'bhava_cusps')","SELECT pg_total_relation_size('chart_facts')","50","GRAHAS * AYANAMSHAS * FACT_KEYS","","10 bodies × 5 ayanamshas × atomic fact keys per body (graha_position + graha_sign_attributes)","[]","per_chart","True","60","2026-06-09 03:11:26.961407+00:00","","data","Gaṇita","L1","","","CURRENT","False","","False","data","","","","","True","10800","chart","R1","",""
"ga_prashna","ganita","7","Praśna-viveka","Prashna Horary Judgment","Per-prashna-chart horary judgment: Prashna-Lagna by each method, querent/quesited significators, Tajik Ithasala/Eesarpha analysis, and fructification timing. Only computed when a prashna chart exists for the chart_id; returns 0 rows for natal charts.","postgres_table","ga_prashna_judgment","
SELECT (
  (SELECT COUNT(*) FROM ga_prashna_lagna    WHERE chart_id = $1) +
  (SELECT COUNT(*) FROM ga_prashna_judgment WHERE chart_id = $1)
) AS count
","","0","","","0 for natal charts (horary only). Actual prashna count depends on number of prashna charts submitted.","[""ga_positions""]","per_chart","True","","2026-06-17 07:13:57.941551+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_sade_sati","ganita","7","Sāḍesātī","Sade Sati periods","Saturn transit-over-natal-Moon Sade Sati + Dhaiya window calculations per ayanamsha","postgres_table","","
  SELECT count(*) AS count FROM chart_facts
  WHERE chart_id = $1
    AND fact_category IN (
      'sade_sati_cycle', 'sade_sati_phase', 'sade_sati_phase_quarter',
      'dhaiya_period', 'kantaka_shani_period', 'ashtama_shani_period',
      'ardha_ashtama_shani_period', 'janma_shani_period',
      'vishakha_shani_period', 'anumukha_shani_period',
      'sade_sati_saturn_retrograde_subset', 'sade_sati_cancellation_check',
      'sade_sati_modifier_overlay', 'sade_sati_concurrent_dasha_overlay',
      'sade_sati_downstream_cross_reference'
    )
","","11019","AYANAMSHAS","","target_floor = 11,019 = achieved canonical count for chart 482012f1 (2026-06-11). The legacy ""one row per ayanamsha"" formula predates the full Sade Sati fact family (cycle / phase / phase_quarter / dhaiya / kantaka / ashtama / janma-shani periods + overlays).","[""ga_positions"", ""ga_strength"", ""ga_panchanga"", ""ga_vargas"", ""ga_dashas"", ""ga_structural"", ""ga_nakshatra""]","per_chart","True","120","2026-06-09 03:11:26.961407+00:00","","data","Gaṇita","L1","","","CURRENT","False","","False","data","","","","","True","10800","chart","R1","",""
